f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,label
124.75,125.91,144.71,164.91,162.27,161.57,133.94,117.2,133.82,127.18,126.35,133.37,151.61,170.51,163.61,125.48,150.83,146.46,161.24,143.19,121.09,143.6,159.11,157.91,127.72,133.58,145.3,153.7,135.65,128.1,146.67,148.89,126.06,136.44,145.59,149.04,147.7,134.14,149.42,183.29,195.42,134.95,143.13,142.1,141.56,170.81,170.22,153.52,182.96,173.04,186.81,145.81,144.2,149.07,163.79,186.73,182.96,159.62,158.66,141.56,146.46,131.85,135.34,159.3,184.73,163.44,149.92,0
132.42,135.9,118.67,114.41,125.83,151.99,142.9,140.31,161.59,144.42,138.55,154.31,146.3,140.05,124.45,126.06,157.37,119.42,151.78,143.77,147.09,139.83,155.23,160.52,146.09,146.48,153.37,138.01,116.06,129.53,147.62,143.11,148.99,140.39,150.01,152.26,149.49,131.76,132.81,128.65,129.18,118.06,128.06,147.32,113.66,165.46,150.79,118.69,109.21,118.57,124.37,119.57,127.67,141.25,152.28,131.16,109.21,119.81,116.59,113.66,119.42,135.72,152.02,148.8,125.43,133.13,121.27,0
156.48,149.58,139.08,142.62,139.82,132.68,143.45,141.62,161.2,155.12,150.64,161.93,145.44,134.58,132.78,141.84,187.7,138.1,172.95,149.11,169.87,160.72,130.33,130.44,146.85,160.84,170.19,154.4,140.55,128.26,129.67,149.48,158.63,133.22,137.79,149.32,154.04,136.65,125.09,146.98,153.43,137.53,148.56,169.79,163.78,168.18,141.28,133.03,147.31,146.44,155.17,156.85,148.77,177.3,170.9,139.59,147.31,167.8,165.99,163.78,138.1,158.51,171.25,142.43,128.68,141.96,154.1,0
155.91,161.12,181.98,184.18,174.31,136.84,120.24,124.96,171.94,163.37,159.39,135.38,133.05,160.96,174.06,149.35,157.74,145.63,168.12,175.07,150.56,127.67,139.94,148.65,131.87,154.05,167.17,172.9,155.36,126.99,141.97,153.3,144.84,137.75,146.01,147.57,115.37,110.95,137.96,162.89,170.64,133.32,143.01,142.47,158.52,120.3,118.28,142.08,122.25,166.78,181.72,181.07,152.83,129.23,112.45,105.08,122.25,145.88,155.96,158.52,145.63,150.58,144.54,125.26,126.01,134.7,124.12,0
138.43,122.6,161.24,158.27,134.78,132.16,145.01,122.1,155.83,152.13,178.97,164.49,120.04,130.18,154.41,133.81,133.76,152.94,150.57,180.32,171.78,124.74,123.22,142.26,132.14,150.1,146.66,159.96,134.82,117.93,126.92,142.15,149.91,168.09,163.76,140.04,121.68,123.63,131.5,135.28,138.09,148.04,152.84,159.42,151.36,148.96,137.89,142.14,149.41,143.21,135.73,121.82,133.04,159.73,166.46,153.49,149.41,150.49,147.55,151.36,152.94,152.82,145.92,138.58,152.48,155.61,140.2,0
158.87,174.15,137.13,132.68,164.51,184.78,156.29,118.18,152.14,146.36,144.17,167.14,184.29,180.75,158.92,133.13,147.65,161.25,145.85,170.69,185.22,187.43,177.46,139.61,155.22,130.32,133.58,163.01,170.25,168.21,171.59,145.78,163.78,116.71,118.33,142.04,162.8,159.52,143.93,140.48,158.4,121.99,116.45,146.5,142.14,163.78,182.69,168.36,145.78,144.19,141.64,132.29,135.47,138.91,147.38,152.08,145.78,160.92,168.57,142.14,161.25,154.65,149.04,152.83,153.52,164.23,177.86,0
162.45,153.95,157.27,166.79,167.56,168.13,173.79,168.4,154.03,142.4,152.31,145.87,151.29,171.51,171.33,161.77,130.54,137.69,141.55,164.93,151.65,125.28,122.01,138.4,160.39,155.5,163.23,170.69,148.46,115.65,107.19,127.64,150.67,142.02,167.68,177.84,159.24,138.81,141.27,138.63,145.96,135.64,160.32,168.1,146.09,165.25,147.8,148.37,151.92,147.16,154.28,137.91,152.9,166.65,152.23,149.83,151.92,146.22,142.14,146.09,137.69,142.68,140.38,156.24,156.96,136.37,139.97,0
156.85,134.08,140.67,151.53,142.73,140.95,126.89,132.93,141.17,134.66,152.07,151.98,136.79,129.96,127.42,128.99,150.34,110.18,148.58,132,115.5,120.03,137.12,131.19,116.75,164.79,154.88,141.91,114.2,123.57,149.83,147.32,121.25,113.47,116.11,119.14,127.81,161.75,167.11,160.95,125.34,89.151,98.649,105.59,108.62,133.76,149.82,156.08,139.82,161.63,122.75,107.08,123.23,125.73,124.51,128.7,139.82,135.15,125.06,108.62,110.18,118.24,126.93,114.74,113.83,124.71,136.93,0
129.82,126.17,117.03,140.87,157.16,133.71,119.34,136.81,147.67,157.05,129.9,140.48,168.45,150.13,106.57,141.4,128.72,140.66,131.19,137.7,155.13,170.53,130.15,103.15,136.76,128.17,136.76,154.68,181.35,196.56,158.99,110.69,135.56,132.9,149.18,154.62,161.56,179.36,151.11,105.93,109.04,135.7,145.26,145.53,125.82,121.9,111.52,116.88,129.42,121.72,124.21,134.1,159.31,173.27,163.96,132.28,129.42,130.25,138.66,125.82,140.66,167.14,180.05,164.94,125.82,120.73,126.02,0
126.32,124.76,134.89,134.8,130.98,108.89,140.65,133.71,106.41,109.89,130.43,127.61,127.86,135.45,141.89,122.35,102.58,135.57,120.94,137.49,123.19,133.69,154.78,155.07,126.13,127.15,128.25,118.27,119.13,141.76,151.47,166.45,143.57,121.79,127.97,128.63,139.38,136.09,118.93,141.35,130.87,119.55,133.95,145.82,127.53,161.19,145.37,108.74,115.02,112.77,155.9,115.2,135.09,156.07,160.76,148.56,115.02,124.48,153.16,127.53,135.57,146.4,161.79,156.79,130.21,112.87,133.84,0
124.53,137.08,136.27,153.76,159.4,127.6,124.38,148.83,113.59,130.94,130.1,124.53,125.21,108.2,121.25,120.4,115,129.24,125.27,114.16,95.536,81.369,109.7,138.72,146.38,121.56,129.57,116.22,97.539,81.475,101.73,144.49,163.14,149.11,152.73,131.22,112.65,107.15,99.119,107.56,135.18,135.27,138.71,146.27,139.1,134.53,121.49,100.07,127.55,92.464,93.004,117.73,133.19,154.07,150.65,133.84,127.55,126.86,114.78,139.1,129.24,145.18,138.91,133.94,144.11,157.85,166.22,0
140.66,127.97,133.36,121.82,124.07,134.39,142.58,159.76,140.25,141.2,136.46,134.63,143.45,140.5,124.86,119.18,139.12,95.158,140.24,135.91,131.2,142.07,158.2,143.1,117.68,136.09,131.76,131.01,118.47,118.99,140.43,130.53,117.07,166.43,144.59,129.6,125.13,116.87,110.52,104.12,116.04,163.38,156.96,125.19,142.7,110.68,101.38,100.27,106.46,112.52,129.78,137.74,121.92,105.13,102.89,110.92,106.46,106.53,121.32,142.7,95.158,95.707,121.56,137.14,115.27,93.919,111.25,0
156.96,122.95,116.71,112.29,143.12,148.71,136.84,110.51,151.14,146.22,140.44,137.13,149.72,148.12,160.19,148.61,142.39,160.88,149.4,129.43,109.16,104.26,125.81,154.86,168.79,141.14,161.64,134.68,99.693,116.7,128.79,147.87,174.9,136.79,160.62,170.04,147.73,136.07,125.4,119.46,146.83,142.77,157.02,166.89,165.29,169.02,128.74,133.62,119.67,142.84,152.05,151.53,136.25,145.27,142.36,121.08,119.67,148.67,158.4,165.29,160.88,139.85,113.71,104.97,100.31,116.92,141.02,0
158.44,157.75,135.61,113.21,115.75,117.47,117.17,139.94,125.22,134.42,132.49,120.71,117.68,138.39,127.72,126.84,131.09,158.4,146.53,148.05,148.81,134.09,143.27,139.43,114.25,128.52,147.41,150.43,142.91,129.21,140.13,130.35,98.055,120.78,130.79,127.58,119.27,130.76,147.35,156.38,134.89,128.29,117.19,101.22,149.47,107.93,141.43,149.3,146.68,155.77,127.41,152.17,147.93,130.23,123.14,138.36,146.68,125.34,99.082,149.47,158.4,161.84,162.45,153.28,135.93,114.62,108.34,0
142.89,155.71,150.68,165.33,135.86,115.43,120.03,116.89,147.54,139.4,121.06,114.45,128.92,139.97,125.76,100.32,149.01,122.98,156.65,135.32,118.68,155.44,164.32,136.73,97.052,139.21,156.54,147.46,118.91,120.72,117.59,113.61,96.89,107.97,123.52,111.41,100.28,105.79,115.33,141.22,134.96,99.359,87.546,93.074,143.56,94.294,103.38,130.82,145.07,151.7,162.1,126.23,105.35,95.256,100.35,127.2,145.07,146.27,144.37,143.56,122.98,86.935,102.51,132.54,153.49,165.71,149.03,0
151.38,151.53,159.25,139.68,128.12,152.2,161.22,135.53,183.83,166.94,169.47,161.31,139.62,146.39,163.49,159.68,186.56,141.38,173.19,171.6,166.62,147.56,144.38,144.57,165.79,186.86,180.61,166.91,164.81,148.61,134.03,133.53,147.48,178.58,181.38,177.51,170.41,158.44,145.19,120.9,130.18,148.45,180.4,178.12,126.93,173.48,162.75,157.74,159.44,154.41,138.52,121.98,158.64,179.35,175.23,155.78,159.44,171.27,167.23,126.93,141.38,176.11,183.13,148.98,147.97,165.48,184.66,0
131.04,122.95,165.97,191.76,149.12,132.04,155.68,169.97,153.51,132.36,140.24,172.01,162.68,134.64,144.2,151.71,174.29,142.86,167.47,136.05,142.02,171.52,165.95,140.37,144.83,179.61,178.04,153.85,124.4,147.64,167.4,162.2,156.52,170.95,176.83,172.2,156.19,143.75,151.47,174.88,180.36,166.31,171.08,176.5,132.45,168.24,172.02,146.9,182.04,155.71,177.05,153.23,158.58,174.73,164.86,163.84,182.04,165.52,149.27,132.45,142.86,162.81,184.12,160.24,165.99,173.69,160.16,0
133.7,130.49,143.05,165.79,168.29,150.57,160.31,167.51,157.06,137.21,140.73,150.52,174.21,172.81,145.76,147.47,175.72,190.57,150.92,129.32,137.61,155.7,171.49,168.34,147.48,181.38,175.22,144.51,130.85,146.11,161.6,179.22,162.57,177,170.03,163.06,145,158.26,163.37,161,154.82,180.56,156.81,140.68,176.31,153.53,167.97,171.68,186.56,165.27,149.56,170.48,173.88,139.51,130.93,164.25,186.56,172.37,156.93,176.31,190.57,171.62,124.11,149.35,173.54,174.62,169.93,0
181.63,183.01,174.33,153.47,163.1,171.15,153.5,151.48,170.86,176.55,168.34,163.05,171.89,192.66,177.69,157.53,145.48,153.88,163.84,164.91,147.95,159.75,178.36,177.08,163.23,139.97,136.23,154.28,138.82,131.37,161.18,181.74,166.35,170.2,172.1,166.98,147.64,138.38,150.54,187.8,185.62,173.62,185.9,181.99,170.09,170.9,169.21,151.41,160.09,160.55,168.3,163.92,165.5,158.66,177,183.52,160.09,153.01,165.3,170.09,153.88,140.28,155.19,166.07,162.31,170.18,173.31,0
154.12,153.74,157.94,157.77,150.38,157.48,172.69,160.58,162.47,140.35,145.6,163.25,164.91,158.83,141.45,148.75,156.56,145.89,146.23,139.43,155.71,174.22,172.33,150.8,154.15,147.56,165.05,170.17,164.83,154.86,161.32,164.62,170.09,139.36,166.71,182.68,180.32,148.14,141.02,147.65,157.95,133.5,149.61,166.18,147.05,186.53,173.92,159.98,171.97,152.42,150.64,142.66,133.4,149.34,170.44,182.41,171.97,166.16,153.61,147.05,145.89,141.83,163.61,177.24,174.01,165.7,153.68,0
123.61,132.02,127.05,152.09,171.37,179.22,157.88,169.5,156.43,140.48,128.93,134.72,155.81,159.75,145.42,144.17,153.98,152.5,157.3,168.58,158.02,153.24,158.68,148.65,139.25,144.49,139.27,160.49,167.47,177.1,176.86,177.86,149.99,156.33,144.1,147.29,156.72,169.13,174.35,174.67,161.92,161.26,164.37,148.79,153.09,142.46,158.09,162.29,171.29,163.96,159.32,158.77,169.47,153.22,128.95,149.89,171.29,181.84,167.34,153.09,152.5,136.4,114.75,126.55,168.52,187.31,179.59,0
148.18,127.04,129.75,123.93,115.89,136.85,145.86,159.69,151.31,139.76,139.86,134.6,118.52,115.14,117.47,145.9,149.69,154.86,158.31,168.21,167.01,144.75,149.38,142.43,121.42,147.57,156.57,158.87,164.64,161.57,164.32,153.06,134.91,137.14,144.18,141.56,149.64,157.74,163.38,151.25,145.95,150.08,126.82,128.44,155.24,146.09,145.08,143.05,145.38,147.38,159.22,160.54,136.85,136.55,148.5,147.68,145.38,140.59,157.19,155.24,154.86,153.92,152.97,155.68,162.46,168.5,157.81,0
159.17,155.96,152,146.61,158.55,174.98,170.34,151.04,155.29,167.31,155.93,147.19,165.92,177.95,154.34,131.87,150.6,141.58,175,177.38,161.82,173.7,176.26,142.12,118.17,122.35,148.05,169.41,170.05,174.01,189.77,179.25,146.51,118.05,118.49,141.46,148.21,162.87,180.19,191.42,170.81,162.41,127.52,131.06,138.78,132.27,160.5,182.73,170.4,181.58,169.99,174.65,152.65,151.79,143.05,148.07,170.4,176.77,171.34,138.78,141.58,155.61,152.37,142.67,149.4,155.73,151.29,0
141.08,146.03,160.66,167.43,169.35,146.68,131.69,134.46,137.22,139.71,165.49,171.58,178.85,159.56,122.01,129.9,167.92,135.48,143.31,157.59,181.63,176.43,144.12,131.59,132.59,166.17,166.21,165.25,166.47,156.39,144.78,142.56,126.18,154.79,159.43,172.99,171.69,141.72,140.37,148.2,145.45,168.56,155.81,156.76,124.52,168.97,166.63,130.72,152.66,151.19,161.82,152.9,149.63,159.73,168.97,167.05,152.66,147.03,139.55,124.52,135.48,148.99,152.29,148.48,153.44,141.98,131.81,0
126.13,123.06,121.59,128.09,166.3,175.71,151.64,142.15,128.64,129.81,128.88,130.55,156.94,178.03,183.35,154.67,143.65,155.61,123.15,114.77,137.43,152.36,159.93,163.13,149.14,151.89,150.87,121.8,117.88,146.72,150.62,127.47,118.7,150.58,167.17,167.97,135.15,133.67,137.78,124.54,102.45,162.57,151.85,154.37,137.87,162.27,151.36,143.04,162.46,131.03,121.42,161.09,156.86,139.9,155.82,171.86,162.46,126.64,127.44,137.87,155.61,154.47,139.61,152.43,164.17,142.83,124.23,0
136.61,144.22,145.61,151.98,161.57,145.4,128.02,138.01,162.81,166.93,131.06,138.1,164.65,158.09,132.12,147.73,150.3,155.37,161.59,141.13,146.1,140.59,126.55,120.35,148.39,130.07,146.4,166.35,175.16,153.88,120.46,94.721,114.75,132.92,152.83,171.53,173.51,166.14,156.18,126.08,117.56,135.99,139.47,141.94,155.46,165.07,174.7,161.84,162.9,140.44,119.06,125.65,127.22,140.01,159.28,171.26,162.9,148.51,115.04,155.46,155.37,145.49,152.26,189.71,193.82,170.97,132.41,0
140.22,173.56,179.3,152.08,160.55,194.17,175.11,161.86,130.56,148.58,180.85,189.09,158.69,162.48,167.15,173.05,154.25,128.57,139.38,144.53,184.69,168.68,129.59,158.32,177.04,172.27,170.33,136.75,133.07,131.91,128.81,145.57,171.38,144.66,170.59,180.08,125.99,106.61,123.26,126.95,135.6,132.85,148.67,169.26,160.74,151.93,144.36,143.56,183.05,121.87,116.93,132.08,120.29,119.55,127.05,157.9,183.05,162.3,152.81,160.74,128.57,105.94,116.08,142.62,173.44,180.36,170.55,0
152.25,146.92,121.83,128.56,130.5,145.82,169.53,184.04,145.21,157.39,143.11,160.61,160.6,138.68,159.03,170.62,138.92,138.38,127.56,141.07,159.26,178.45,175.25,143.46,149,140.52,150.68,143.99,139.94,155.28,178.37,155.85,123.11,148.75,170.99,165.63,131.77,141.38,170.84,173.71,133.41,144.43,141.67,153.42,152.1,156.6,160.01,159.89,165.91,156.12,145.95,154.26,108.11,127.66,153.43,180.01,165.91,122.04,134.22,152.1,138.38,141.21,143.89,144.04,157.76,153.45,157.71,0
128.9,159.5,170.27,167.91,123.19,136.46,170.47,181.31,144.81,154.41,164.37,159.53,114.28,125.02,168.01,166.72,155.83,163.26,140.54,133.57,136.22,129.77,126.59,157.15,163.71,178.19,164.12,128.14,103.7,149.41,150.89,131.97,135.24,172.29,184.28,175.36,115.99,112.43,137.95,128.05,123.66,154.6,171.91,186.08,143.47,143.41,99.753,121.72,122.72,146.77,127.06,142.95,152.16,181.03,186.17,145.08,122.72,123.15,130.44,143.47,163.26,177.35,184.96,142.04,114.85,113.05,140.96,0
137.45,161.5,185.51,183.3,140.95,120.45,131.17,144.62,159.16,142.18,146.79,148.77,143.64,146.83,140.29,117.39,177.96,153.62,147.63,129.39,126.53,160.58,177.36,177.35,163.72,149.91,128.72,141.1,132.74,132.72,157.08,167.39,151.61,172.59,164.45,140.18,123.92,134.42,161.2,155.1,135.34,178.73,187.91,145.15,157.92,119.37,150.69,177.82,163.96,168.91,138.28,148.2,144.13,151.7,138.69,144.79,163.96,168.41,146.16,157.92,153.62,160.22,140.69,138.81,163.25,160.76,146.14,0
153.36,159.02,143.44,123.95,138.51,159.27,163.39,146.83,158.53,163.09,134.18,119.65,134.99,155.59,171.09,179.98,164.57,139.67,172.62,150.35,134.37,129.86,143.19,160.97,172.38,145.7,152.32,148.9,167.49,153.56,122.24,120.38,126.76,113.97,130.64,155.62,169.44,170.9,151.17,116.72,117.83,109.88,135.26,158.75,130.33,157.05,154.21,163.66,152.37,154.58,136.08,128.85,133.02,135.85,148.73,142.47,152.37,138.22,125.37,130.33,139.67,133.37,153.6,161.25,164.84,157.38,129.11,0
125.48,141.65,145.1,165.43,173.36,166.06,159.2,133.71,154.94,162.14,151,153.82,147.78,159.1,155.02,133.6,158.79,156.72,144.42,148.34,159.93,151.14,159.67,165.93,136.99,143.51,126.32,138.97,169.5,181.02,168.88,153.8,152.65,137.08,132.15,134.69,149.49,166.16,182.49,191.21,155.08,122.05,135.18,140.46,132.6,120.37,140.33,176.86,187.74,171.43,160.59,124.26,141.85,148.36,136.72,157.54,187.74,179.77,149.04,132.6,156.72,148.05,144.33,157.14,158.57,164.77,147.7,0
123.07,123.8,140.44,159.91,153,144.68,167.06,165.48,126.74,128.83,129.87,148.1,148.03,151.67,175.55,190.11,124.75,153.42,139.39,135.8,141,153.97,146.83,157.71,183.57,115.03,158.13,179.39,164.36,131.95,122.18,119.67,129.74,174.43,149.75,176.75,187.33,133.98,99.549,88.656,100.39,198.14,175.36,133.95,153.39,115.31,120.99,112.6,103.21,98.537,117.93,156.56,166.27,149.66,106.02,96.676,103.21,119.93,129.11,153.39,153.42,139.27,138.74,148.81,133.39,122.45,143.75,0
154.97,142.79,121.68,140.68,159.71,156.6,131.72,131.57,144.38,155.67,146.26,119.61,121.67,132.75,147.51,152.31,138.06,110.5,153.99,146.96,114.36,101.82,108.53,135.05,148.68,143.45,131.97,112.18,131.3,131.78,115.56,112.19,132.24,139.58,128.66,130.96,153.59,148.98,132.06,133.81,127.63,117.06,112.25,136.02,98.857,164.77,184.91,168.07,172.92,145.1,134.89,109.52,128.13,137.34,148.96,158.97,172.92,160.84,126.44,98.857,110.5,128.52,139.98,157.95,152.33,133.53,124.96,0
130.81,124.12,152.36,166.58,179.1,168,124.05,135.38,142.46,132.74,144.05,160.84,163.63,166.51,154.25,130.46,145.86,130.55,124.3,115.01,144.69,149.57,141.82,142.92,138.51,154.88,138.66,121.87,142.72,148.65,113.99,110.31,137.27,154.96,143.65,132.95,165.81,178.18,156.94,132.49,111.62,162.95,139.43,137.51,147.72,146.51,152.99,160.28,152.83,149.68,121.03,158.39,125.79,117.82,120.96,129.58,152.83,175.13,172.19,147.72,130.55,128.33,115.58,121.25,153.87,175.89,179.28,0
153.91,154.37,139.83,130.43,129.91,148.82,156.4,148.91,140,124.52,113.15,131.86,141.66,139.36,132.32,129.54,129.18,112.25,121.83,116.65,117.4,121.04,114.85,123.12,132.64,130.03,140.49,154.36,150.48,145.72,126.79,109.38,115.69,143.36,127.14,139.39,147.06,168.16,154.45,141.89,139.45,160.09,129.41,110.47,122.72,120.76,139.54,155.36,160.87,141.89,122.5,152.55,138.72,104.44,105.7,126.03,160.87,166.6,140.75,122.72,112.25,120.1,132.29,148.88,175.2,189.08,168.66,0
120.59,141.59,152.56,142.55,132.88,143.21,150.32,135.58,130.61,158.69,165.37,155.99,162.26,169.1,135.68,107.87,125.8,150.52,142.64,155.59,155.83,176.9,181.96,154.63,113.4,142.82,140.53,150.3,162.91,164.88,151.02,134.13,116.05,137.77,150.81,166.46,168.78,157.14,145.42,132.51,131.39,130.89,147.28,159.89,125.7,137.44,134.76,149.54,143.22,166.59,158.87,124.57,124.58,135.6,129.97,132.84,143.22,164.98,167.73,125.7,150.52,157.3,155.88,156.04,149.33,138.65,136.25,0
114.82,139.53,158.52,158.04,149.72,151.07,138.56,135.56,120.41,113.92,121.29,140.96,117.2,110.44,131.47,147.78,159.97,125.7,142.25,114.67,112.05,105.86,116.08,139.31,147.44,169.17,133.35,98.29,91.106,110.53,140.63,170.95,178.37,157.12,138.76,121.85,112.88,108.38,114.94,134.86,131.35,129.15,123.36,148.64,165.19,168.63,125.41,93.333,131.35,106.24,110.65,136.26,130.69,151.71,154.25,135.83,131.35,119.99,129.95,165.19,125.7,115.59,115.7,131.56,139.78,124.28,142.21,0
158.12,144.82,145.18,115.01,105.39,107.2,104.93,121.21,147.4,152.39,165.25,135.85,99.347,86.516,103.02,115.7,163.79,166.44,165.74,154.72,152.8,144.85,120.12,142.37,150.87,162.53,179.9,168.49,158.24,146.84,134.49,133.99,158.15,148.95,156.38,164.05,165.75,148.12,117.79,122.98,149.13,143.86,137.93,147.12,164.99,169.46,163.56,124.32,134.48,116.89,141.12,147.67,141.66,141.01,160.18,165.59,134.48,105.36,127.36,164.99,166.44,143.12,147.95,171.43,135.94,111.23,141.22,0
157.88,159.04,148.92,148.58,151.82,132.07,128.14,131.24,139.55,133.29,134.37,146.68,140.31,135.75,159.55,155.24,106.85,126.21,112.77,125.19,142.13,143.43,151.41,159.7,142.34,101.45,110.59,110.6,121.08,152.31,164.73,148.34,120.65,111.12,112.56,123.16,126.18,143.32,159.21,154.59,121.03,116.37,118.47,144.26,131.5,137.79,121.46,132.31,123.66,140.15,126.3,121.82,121.28,126.8,147.33,140.8,123.66,138.44,142.33,131.5,126.21,114.23,135.89,137.09,115.98,119.22,127.81,0
139.02,130.27,114.65,120.95,114.26,87.951,93.607,113.18,169.4,161.72,135.24,127.62,108.71,79.407,91.361,127.26,168.86,141.08,171.27,159.52,129.53,111.41,100.65,90.198,105.64,147.29,144.9,138.28,115.12,132.46,143.28,104.14,93.418,136.19,149.68,143.61,139.54,144.44,150.63,132,103.46,143.3,148.96,146.79,146.02,153.47,145.93,133.87,111.88,124.51,122.17,164.71,154.42,156.92,165.15,130.88,111.88,96.798,114.76,146.02,141.08,122.04,118.22,126.16,133.86,110.31,105.47,0
129.44,121.35,109.75,106.67,125.3,141.56,144.95,130.84,127.01,142.8,162.08,145.11,130.48,137.43,146.8,151.88,133.72,123.68,148.37,137.53,144.71,167.43,179.39,160.51,123.05,126.85,133.06,134.89,132.06,146.06,174.61,185.61,128.4,121.65,119.66,132.55,131.64,121.81,142.49,180.58,164.87,164.69,140.76,114.18,142.01,120.8,117.15,117.08,115.21,127.36,120.96,147.46,120.3,119.86,127.75,121.28,115.21,128.39,127.01,142.01,123.68,116.29,112.85,97.393,123.83,142.79,132.51,0
146.18,153.01,151.29,124.82,100.37,119.43,116.37,110.28,126.01,160.66,173.8,158.85,117.35,111.48,101.23,115.22,138.6,108.64,141.76,155,131.97,127.81,124.67,109.01,115.81,158.96,134.2,122.36,126.49,140.17,119.32,94.461,104.22,145.14,120.64,123.37,151.93,159.32,133.84,101.25,123.17,113.17,116.29,117.58,144.46,147.68,165.12,123.75,102.98,98.923,112.98,106.2,127.64,111.5,93.984,110.67,102.98,102.85,97.474,144.46,108.64,94.953,79.23,75.147,101.89,131.02,122.4,0
153.47,125.05,114.98,102.77,91.587,103.03,120.76,123.14,126.22,132.94,133.84,116.83,126.6,128.28,118.59,117.98,135.44,131.3,155.54,161.57,144.41,139.12,133.9,118.39,91.164,134.22,153.59,166.37,169.26,148.56,113.93,93.819,84.982,134.97,135.42,137.87,151.9,139.85,113.38,93.9,105.77,137.56,127.07,121.19,129.39,144,144.71,122.51,135.2,110.81,130.63,141.33,143.66,135.84,132.22,138.9,135.2,123.89,137.05,129.39,131.3,128.88,133.9,125.17,108.64,100.9,111.02,0
104.23,109.48,117.2,147.28,153.63,125.02,98.131,86.916,114.02,113.93,127.98,161.77,171.17,151.05,109.18,114.1,122.36,129.57,101.85,137.94,166.87,164.79,139.88,114.27,125.37,151.46,122.51,148.93,166.38,157.01,145.16,123.1,103.28,147.55,137.78,144.69,143.69,130.33,104.75,109.01,125.74,137.92,135.56,121.45,161.13,116.16,118.55,115.26,135.36,128.29,148.15,137.83,90.715,73.545,122.74,144.03,135.36,125.1,130.89,161.13,129.57,101.29,102.37,115.36,115.9,123.8,154.08,0
165.22,158.68,140.57,142.59,115.68,109.66,139.99,149.11,138.05,131.19,142.6,161.9,149.07,116.43,118.26,133.55,91.758,103.66,117.19,142.37,157.61,169.91,135.35,104.5,136.56,100.19,119.09,131.54,142.22,147.74,116.52,98.454,133.31,122.36,140.9,145.1,117.1,91.748,96.074,97.581,102.59,107.68,136.15,153.52,104.36,152.09,112.43,97.331,132.62,105.78,104.18,96.13,115.98,140.05,147.03,134.06,132.62,148.25,135.57,104.36,103.66,121.93,108.25,105.93,135.35,144.04,128.07,0
101.59,109.46,122.83,105.27,94.91,92.961,105.93,107.63,104.92,116.6,105.98,106.9,119.46,116.74,93.355,78.939,98.92,92.235,98.602,98.676,110.65,132.07,127.51,102.37,107.18,95.007,124.21,116.21,97.702,109.08,112.6,107.47,113.12,112.37,131.35,122.44,99.063,105.82,121.23,115.39,100.27,132.75,126.34,129.08,119.72,103.27,105.35,127.34,108.72,111.16,103.52,130.51,117.06,110.85,87.858,89.478,108.72,104.73,121.92,119.72,92.235,85.096,87.64,116.86,111.46,108.13,125.91,0
104.93,119.99,147.26,135.02,134.88,153.38,167.61,167.64,152.26,146.11,134.74,153.38,165.67,154.43,145.49,166.02,174.9,154.28,157.12,136.68,148.89,176.88,173.62,140.13,158.84,172.87,172.78,135.91,125.37,142.9,163.33,145.28,133.41,154.11,179.2,168.54,136.19,124.92,138.8,145.7,137.56,150.03,168.35,158.31,171.94,171.07,146.85,125.89,144.69,133.96,137.49,146.5,140.19,137.2,165.88,169.66,144.69,127.93,147.12,171.94,154.28,149.58,152.39,155.83,140.74,129.71,145.12,0
